,Luni - Vineri,Sambata,Duminica
0,6:08,6:03,6:03
1,6:30,6:25,6:25
2,6:50,6:46,6:46
3,7:09,7:08,7:08
4,7:28,7:30,7:30
5,7:47,7:52,7:52
6,8:06,8:13,8:13
7,8:26,8:35,8:35
8,8:45,8:57,8:57
9,9:04,9:22,9:22
10,9:23,9:47,9:47
11,9:42,10:37,10:37
12,10:21,11:02,11:02
13,10:41,11:26,11:26
14,11:19,11:49,11:49
15,11:38,12:13,12:13
16,11:57,12:36,12:36
17,12:17,13:00,13:00
18,12:36,13:23,13:23
19,12:55,13:47,13:47
20,13:14,14:10,14:10
21,13:33,14:34,14:34
22,13:53,14:57,14:57
23,14:12,15:21,15:21
24,14:33,15:44,15:44
25,14:53,16:08,16:08
26,15:13,16:31,16:31
27,15:33,16:55,16:55
28,15:53,17:18,17:18
29,16:14,17:42,17:42
30,16:34,18:05,18:05
31,16:54,18:30,18:30
32,17:14,18:55,18:55
33,17:34,19:45,19:45
34,17:55,20:09,20:09
35,18:15,20:30,20:30
36,18:37,20:52,20:52
37,19:13,21:13,21:13
38,19:36,21:36,21:36
39,20:16,21:57,21:57
40,20:40,22:19,22:19
41,21:02,23:03,23:03
42,21:24,,
43,21:45,,
44,22:07,,
45,22:51,,
