,Luni - Vineri,Sambata,Duminica
0,6:46,6:39,6:39
1,7:20,7:25,7:25
2,7:39,7:47,7:47
3,7:59,8:10,8:10
4,8:18,8:33,8:33
5,8:37,8:55,8:55
6,8:56,9:19,9:19
7,9:16,9:42,9:42
8,9:35,10:29,10:29
9,9:54,10:52,10:52
10,10:13,11:38,11:38
11,10:52,12:02,12:02
12,11:26,12:25,12:25
13,11:56,12:48,12:48
14,12:22,13:12,13:12
15,12:47,13:35,13:35
16,13:13,13:58,13:58
17,13:39,14:22,14:22
18,14:04,14:45,14:45
19,14:30,15:08,15:08
20,14:57,15:32,15:32
21,15:23,16:18,16:18
22,15:50,16:42,16:42
23,16:20,17:05,17:05
24,16:40,17:28,17:28
25,17:00,17:52,17:52
26,17:20,18:15,18:15
27,17:40,18:38,18:38
28,18:00,19:25,19:25
29,18:20,19:49,19:49
30,19:00,20:24,20:24
31,19:20,20:54,20:54
32,20:03,21:26,21:26
33,20:35,21:58,21:58
34,21:07,,
35,21:39,,
36,22:11,,
