,Luni - Vineri,Sambata,Duminica
0,6:08,6:17,6:17
1,6:43,6:51,6:51
2,7:03,7:08,7:08
3,7:23,7:24,7:24
4,7:41,7:41,7:41
5,7:58,7:58,7:58
6,8:18,8:15,8:15
7,8:38,8:31,8:31
8,8:56,8:48,8:48
9,9:33,9:22,9:22
10,10:10,9:39,9:39
11,10:46,9:57,9:57
12,11:05,10:15,10:15
13,11:24,10:49,10:49
14,11:42,11:07,11:07
15,12:01,11:25,11:25
16,12:20,11:42,11:42
17,12:39,11:59,11:59
18,12:57,12:17,12:17
19,13:16,12:35,12:35
20,13:34,12:52,12:52
21,13:53,13:09,13:09
22,14:12,13:27,13:27
23,14:31,13:45,13:45
24,15:09,14:02,14:02
25,15:27,14:19,14:19
26,15:46,14:55,14:55
27,16:05,15:29,15:29
28,16:24,15:47,15:47
29,16:42,16:05,16:05
30,17:01,16:22,16:22
31,17:20,16:39,16:39
32,17:39,16:57,16:57
33,17:57,17:15,17:15
34,18:35,17:32,17:32
35,19:05,17:49,17:49
36,19:30,18:07,18:07
37,19:55,18:42,18:42
38,20:19,19:17,19:17
39,20:41,19:53,19:53
40,21:02,20:27,20:27
41,21:24,20:59,20:59
42,21:46,21:32,21:32
