stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,zone_id,level_id,stop_timezone,platform_code,wheelchair_boarding,stop_code,stop_url,stop_desc
376339093,bd. Cuza Vodă,46.978770,28.854862,,,,,,,,,,
376339095,Sala de Ceremonii „Cvin“,46.977203,28.859230,,,,,,,,,,
376339099,Supermarket „Cvin“,46.977280,28.858423,,,,,,,,,,
376339107,str. Mihai Eminescu,47.015484,28.826490,,,,,,,,,,
376339108,A. Mateevici,47.009280,28.836240,,,,,,,,,,
376339111,Bulevardul Traian,46.981113,28.851160,,,,,,,,,,
376339112,Bulevardul Traian,46.982200,28.850063,,,,,,,,,,
376339115,Strada Teilor,46.983270,28.848080,,,,,,,,,,
376339116,str. Teilor,46.984010,28.847559,,,,,,,,,,
376339119,Cartierul „Galata“,46.941760,28.926332,,,,,,,,,,
376339120,str. Independenței,46.985455,28.845053,,,,,,,,,,
376339123,str. Bacioii Noi,46.949535,28.914007,,,,,,,,,,
376339124,Cartierul „Galata“,46.942123,28.926424,,,,,,,,,,
376339127,Spitalul Clinic Municipal nr.1,47.005398,28.841747,,,,,,,,,,
376339128,Piața Ovidiu,47.010650,28.842861,,,,,,,,,,
376339131,str. Bacioii Noi,46.950320,28.913393,,,,,,,,,,
376339135,Calea Basarabiei,47.022446,28.859491,,,,,,,,,,
376339136,Calea Basarabiei,47.022766,28.860388,,,,,,,,,,
376339139,Strada Alexandru Hâjdeu,47.020412,28.852966,,,,,,,,,,
376339140,Mihai Kogălniceanu,47.010430,28.837841,,,,,,,,,,
376339143,str. A. Pușkin,47.021366,28.828678,,,,,,,,,,
376339147,str. Anton Crihan,47.012894,28.827915,,,,,,,,,,
376339155,Teatrul M. Eminescu,47.022263,28.835894,,,,,,,,,,
376339157,Piața Mării Adunări Naționale,47.023148,28.834812,,,,,,,,,,
376339159,Universitatea de Stat de Medicină și Farmacie,47.034023,28.819262,,,,,,,,,,
376339163,str. Serghei Lazo,47.026940,28.820303,,,,,,,,,,
376339167,Spitalul Militar,47.022194,28.799608,,,,,,,,,,
376339170,Vasile Lupu,47.023530,28.790800,,,,,,,,,,
376339171,Vasile Lupu,47.023483,28.789764,,,,,,,,,,
376339175,Parcul „La Izvor“,47.044613,28.788494,,,,,,,,,,
376339178,Parcul „La Izvor“,47.044240,28.788733,,,,,,,,,,
376339180,Parcul Alunelul,47.038120,28.805254,,,,,,,,,,
376339182,str. P. Ceaikovski,47.026930,28.802748,,,,,,,,,,
376339186,șos. Balcani,47.040977,28.764174,,,,,,,,,,
376339188,șos. Balcani,47.041683,28.763302,,,,,,,,,,
376339208,Şcoala Medie pe Schimburi nr. 3,47.002445,28.890476,,,,,,,,,,
376339210,"Asociația ""Beton Armat""",47.005177,28.887037,,,,,,,,,,
376339213,"Asociația ""Agromașina""",47.008644,28.880268,,,,,,,,,,
376339215,"Asociația ""Agromașina""",47.009636,28.878561,,,,,,,,,,
376339217,str. Minsk,46.996815,28.861650,,,,,,,,,,
376339219,"Asociatia ""Vitanta""",46.996754,28.899775,,,,,,,,,,
376339221,Şcoala Medie pe Schimburi nr. 3,46.998966,28.895360,,,,,,,,,,
376339222,"Asociaţia ""Efes-Vitanta""",46.998510,28.896488,,,,,,,,,,
376339225,"Asociaţia ""Cerealiere""",47.018166,28.870430,,,,,,,,,,
376339226,"Asociaţia ""Cerialiere""",47.018097,28.870850,,,,,,,,,,
376339230,"Asociaţia ""Tutun-CTC""",47.022327,28.867170,,,,,,,,,,
376339233,Keramin,47.012184,28.876375,,,,,,,,,,
376339234,Keramin,47.011616,28.876595,,,,,,,,,,
376339237,"Centrul Comercial ""Progres""",47.014885,28.873785,,,,,,,,,,
376339239,"Centrul Comercial ""Progres""",47.014750,28.873611,,,,,,,,,,
376339241,V. Belinskii,47.029526,28.801810,,,,,,,,,,
376339243,str. Ion Creangă,47.029808,28.802048,,,,,,,,,,
376339245,str. Dimineții,47.004936,28.867449,,,,,,,,,,
376339247,str. Muncești,47.009415,28.861520,,,,,,,,,,
376339250,str. Eugen Coca,47.022144,28.809813,,,,,,,,,,
376339254,str. Constituției,47.025608,28.792704,,,,,,,,,,
376339255,str. Constituției,47.024420,28.792630,,,,,,,,,,
376339258,str. Paul Gore,46.985847,28.891270,,,,,,,,,,
376339260,str. Paul Gore,46.985245,28.892344,,,,,,,,,,
376339262,str. Tomiș,46.993187,28.879974,,,,,,,,,,
376339264,"Asociaţia ""Carmez""",46.991154,28.883385,,,,,,,,,,
376339266,str. Căuşeni,46.997784,28.874943,,,,,,,,,,
376339268,str. Căușeni,46.997498,28.874952,,,,,,,,,,
376339270,str. Dimineții,47.005573,28.867240,,,,,,,,,,
376339274,str. Armenească,47.019577,28.839725,,,,,,,,,,
376339276,Teatrul Național de Operă și Balet „Maria Bieșu”,47.026806,28.829344,,,,,,,,,,
376339280,str. Eugen Doga,47.029476,28.839087,,,,,,,,,,
376339282,bd. Dimitrie Cantemir,47.019160,28.850235,,,,,,,,,,
376339286,Podul de Flori,46.982502,28.897205,,,,,,,,,,
376339304,Hotel Cosmos,47.014590,28.854883,,,,,,,,,,
376339305,str. Toma Ciorbă,47.031662,28.821838,,,,,,,,,,
376339308,str. Vadul lui Vodă,47.032707,28.889700,,,,,,,,,,
376339320,str. Kiev,47.039707,28.859352,,,,,,,,,,
376339323,str. Kiev,47.038715,28.858116,,,,,,,,,,
376339324,str. Calea Orheiului,47.054260,28.849894,,,,,,,,,,
376339327,"Asociația ""Zorile""",47.039080,28.803503,,,,,,,,,,
376339333,Vasile Harea,47.059230,28.811370,,,,,,,,,,
376339335,Substaţia de Tracţiune nr. 55,47.055153,28.816013,,,,,,,,,,
376339341,Uzina de frigidere,47.012670,28.887514,,,,,,,,,,
376339343,str. Fulgulești,46.993430,28.852030,,,,,,,,,,
376339347,"Centrul Comercial ""Supraten""",47.020676,28.888428,,,,,,,,,,
376339350,Dumitru Rîşcanu,47.035564,28.861773,,,,,,,,,,
376339351,Florării,47.030930,28.863580,,,,,,,,,,
376339354,Mihai Viteazul,47.044330,28.832240,,,,,,,,,,
376339355,Dumitru Rîşcanu,47.035122,28.862204,,,,,,,,,,
376339370,"Colegiul de Muzică ""Ștefan Neaga""",46.989910,28.845253,,,,,,,,,,
376339379,str. Ismail,47.016644,28.847445,,,,,,,,,,
376339381,Pan Halippa,47.008050,28.830340,,,,,,,,,,
376339384,Piaţa Pan Halippa,47.007385,28.828182,,,,,,,,,,
376339396,str. Voluntarilor,47.011475,28.888103,,,,,,,,,,
376339398,"Asociaţia ""Introscop""",47.012966,28.886494,,,,,,,,,,
376339403,str. Columna,47.036260,28.822628,,,,,,,,,,
376339405,Universitatea de Stat de Medicină și Farmacie,47.033480,28.819180,,,,,,,,,,
376339414,Piața Decebal,46.998170,28.857817,,,,,,,,,,
376339418,Parcul de Troleibuze nr.3,47.024800,28.887735,,,,,,,,,,
376339419,str. Vadul lui Vodă,47.032467,28.888624,,,,,,,,,,
376339422,str. Dokuciaev,47.002560,28.818136,,,,,,,,,,
376339423,Otovasca,47.006966,28.893310,,,,,,,,,,
376339441,Judecătoria sectorului Ciocana,47.047207,28.890898,,,,,,,,,,
376339462,str. Movileni,47.001980,28.895876,,,,,,,,,,
376339463,Clinica Veterinară Republicană,47.024986,28.782057,,,,,,,,,,
376339467,Supraten,47.020115,28.887098,,,,,,,,,,
376339469,"Uzina ""MoldovaHidro-Maș""",47.015366,28.886576,,,,,,,,,,
376339471,str. Movileni,47.002500,28.895784,,,,,,,,,,
376339473,CET-2,47.027860,28.889196,,,,,,,,,,
376339487,Parcul de Troleibuze nr.3,47.024624,28.888811,,,,,,,,,,
376339490,Clinica Veterinară Republicană,47.024750,28.782455,,,,,,,,,,
376339496,str. Sfânta Vineri,46.997475,28.783836,,,,,,,,,,
376339533,Uzina Mecanică Experimentală,47.025566,28.779293,,,,,,,,,,
376339536,Uzina Experimentală,47.025673,28.777828,,,,,,,,,,
376339537,Str. Cartușa,47.015865,28.748066,,,,,,,,,,
376339542,Schinoasa-1,46.995716,28.800976,,,,,,,,,,
376339544,Sihastrului,46.996410,28.801495,,,,,,,,,,
376339546,Ialoveni,46.994427,28.796484,,,,,,,,,,
376339551,Campusul Academic,46.994896,28.812801,,,,,,,,,,
376339555,Spitalul pentru copii nr.3,46.985760,28.832047,,,,,,,,,,
376339558,str. Costiujeni,46.981373,28.839586,,,,,,,,,,
376339573,Academia de Administrare Publică,47.001320,28.777395,,,,,,,,,,
376339575,str. M. Lermontov,47.000328,28.779743,,,,,,,,,,
376339577,Scinoasa,46.984960,28.778145,,,,,,,,,,
376339581,Gara Auto de Sud-Vest,46.991810,28.789211,,,,,,,,,,
376339583,str. Pietrarilor,46.998260,28.806639,,,,,,,,,,
376339585,Gara Auto de Sud-Vest,46.991627,28.789390,,,,,,,,,,
3808044972,V. Belinski,47.022210,28.803846,,,,,,,,,,
3808045057,V. Belinski,47.021900,28.803408,,,,,,,,,,
3856161595,str. Mihail Sadoveanu,47.038410,28.884703,,,,,,,,,,
3861263969,Meşterul Manole,47.036550,28.888277,,,,,,,,,,
4100959489,str. Minsk,47.002777,28.869316,,,,,,,,,,
4110348292,Magazinul Budesti,47.046833,28.890180,,,,,,,,,,
445347712,str. Liviu Deleanu,47.038190,28.769894,,,,,,,,,,
445347713,str. Liviu Deleanu,47.039467,28.767773,,,,,,,,,,
449672992,str. Petricani 88,47.044320,28.832695,,,,,,,,,,
450993216,Bd. Dacia,46.985424,28.858055,,,,,,,,,,
450993217,Bd. Traian,46.985455,28.856165,,,,,,,,,,
4563450967,Cuza Vodă,46.978060,28.855593,,,,,,,,,,
4563450981,str. Gheorghe Codreanu,47.022953,28.795135,,,,,,,,,,
4563451500,str. Trandafirilor,46.996040,28.846642,,,,,,,,,,
4563504809,"Asociaţia ""Carmez""",46.990562,28.883570,,,,,,,,,,
4563504812,Pandurilor,46.999400,28.872683,,,,,,,,,,
4563504821,str. Pandurilor,46.999306,28.873066,,,,,,,,,,
4563504826,Parcul de Troleibuze nr. 2,46.988712,28.886652,,,,,,,,,,
4563611295,Schinoasa,46.985077,28.777884,,,,,,,,,,
4563611309,"Restaurantul ""Butoiaş""",47.047813,28.778502,,,,,,,,,,
4563611318,"Asociația ""Beton Armat""",47.004590,28.886946,,,,,,,,,,
4563611331,"Asociaţia ""Tutun-CTC""",47.022137,28.867647,,,,,,,,,,
4563632529,Ialoveni,46.993640,28.794947,,,,,,,,,,
4566489112,"Asociaţia ""Efes-Vitanta""",46.998466,28.896202,,,,,,,,,,
4566499748,Tipografia centrală,47.042507,28.853098,,,,,,,,,,
4566543115,str. Ismail,47.012740,28.841404,,,,,,,,,,
4566693255,"Uzina ""Etalon""",46.985508,28.881765,,,,,,,,,,
4566862199,Mitropolia,47.029343,28.817152,,,,,,,,,,
4566862202,Petricani,47.049920,28.822218,,,,,,,,,,
4566976651,str. Socoleni,47.061726,28.854580,,,,,,,,,,
4568532112,Cişmelelor,47.021694,28.767609,,,,,,,,,,
4572917744,Drumul spre Aerogara,46.949120,28.931358,,,,,,,,,,
4572917745,Drumul spre Aerogara,46.949177,28.931576,,,,,,,,,,
4572917747,Șoseaua Muncești,46.938683,28.948118,,,,,,,,,,
4572932338,Aerogara,46.935356,28.935503,,,,,,,,,,
4574620984,Asociaţia de producţie,46.912525,28.971952,,,,,,,,,,
4574620986,Primăria Sângera,46.917080,28.973597,,,,,,,,,,
4574620987,Primăria Sângera,46.917046,28.973452,,,,,,,,,,
4574874150,Ialoveni,46.944252,28.776615,,,,,,,,,,
4574874151,Ialoveni,46.944195,28.776360,,,,,,,,,,
4574874153,Spitalul Raional Ialoveni,46.948120,28.774010,,,,,,,,,,
4574874155,Moldpresa,46.951878,28.771223,,,,,,,,,,
4574874156,Iachira,46.954960,28.769540,,,,,,,,,,
4574874159,CTAS Ialoveni,46.958800,28.768120,,,,,,,,,,
4574874161,strada Alexandru cel Bun,46.968796,28.766624,,,,,,,,,,
4574932023,"Restaurantul ""Butoiaş""",47.048520,28.778310,,,,,,,,,,
4575190856,str. Petru Ungureanu,46.981520,28.839685,,,,,,,,,,
461062053,Piața Dmitrie Cantemir,47.037933,28.810017,,,,,,,,,,
461062058,Bariera Sculeni,47.042896,28.794199,,,,,,,,,,
461062059,str. Ghidighici,47.046173,28.783224,,,,,,,,,,
461062061,str. Serghei Lazo,47.028950,28.825720,,,,,,,,,,
461604330,str. Romană,47.032017,28.842790,,,,,,,,,,
461604331,str. Romană,47.032364,28.844220,,,,,,,,,,
461604332,str. Alecu Russo,47.044130,28.862633,,,,,,,,,,
461604333,str. Matei Basarab,47.054924,28.865116,,,,,,,,,,
461604334,str. Matei Basarab,47.055470,28.865856,,,,,,,,,,
461612416,Bd. Dacia.,46.987200,28.856430,,,,,,,,,,
461612418,str. Brâncuși,46.989100,28.858020,,,,,,,,,,
461612419,str. Zelinski,46.992710,28.859596,,,,,,,,,,
461612421,str. Zelinschi,46.992935,28.858307,,,,,,,,,,
461612426,bd. Dacia,46.993923,28.847540,,,,,,,,,,
461612428,Bd. Ștefan cel Mare și Sfânt,47.016327,28.846119,,,,,,,,,,
462242807,Universitatea de Arte,47.023640,28.817966,,,,,,,,,,
463180464,str. Paris,47.031864,28.782705,,,,,,,,,,
463180465,str. Paris,47.032684,28.781685,,,,,,,,,,
463180466,str. Ion Pelivan,47.029617,28.787960,,,,,,,,,,
463180467,str. Onisifor Ghibu,47.034990,28.776484,,,,,,,,,,
463180468,str. Onisifor Ghibu,47.035686,28.775585,,,,,,,,,,
464512110,"Asociaţia ""Franzeluţa""",46.983543,28.877886,,,,,,,,,,
4884310091,UNIC,47.016396,28.844843,,,,,,,,,,
4889292449,UNIC,47.016804,28.843895,,,,,,,,,,
502443841,Moldpresa,46.952045,28.771560,,,,,,,,,,
527885215,str. Mihail Sadoveanu,47.038130,28.884579,,,,,,,,,,
5593186221,Strada Băcioii Noi,46.956577,28.925714,,,,,,,,,,
5593186222,Strada Băcioii Noi,46.957256,28.925606,,,,,,,,,,
559725618,str. Aeroport,46.938545,28.933172,,,,,,,,,,
5637155022,s. Bîc,46.969868,28.913492,,,,,,,,,,
5637162121,s. Bîc,46.969067,28.913616,,,,,,,,,,
5637283322,str. Grădina Botanică,46.981586,28.898096,,,,,,,,,,
5906701499,str. Grătiești,47.089110,28.868433,,,,,,,,,,
5906701502,str. Grătiești,47.089447,28.868439,,,,,,,,,,
5906701504,str. Constructorilor,47.088516,28.872133,,,,,,,,,,
5906701506,str. Vasile Alecsandri,47.092260,28.871305,,,,,,,,,,
5906719413,str. Păcii,47.091263,28.866356,,,,,,,,,,
613009714,str. Albișoara,47.038246,28.825682,,,,,,,,,,
633621362,str. 31 August 1989,47.015520,28.840944,,,,,,,,,,
633621366,Gara de Nord,47.023228,28.863993,,,,,,,,,,
633621369,Gara de Nord,47.023040,28.864061,,,,,,,,,,
633630323,str. Ginta Latină,47.037890,28.889343,,,,,,,,,,
633630325,str. Petru Zadnipru,47.043010,28.889841,,,,,,,,,,
633630328,Petru Zadnipru,47.043810,28.890730,,,,,,,,,,
633630330,Str. Igor Vieru,47.051790,28.890932,,,,,,,,,,
633689763,"Asociaţia ""Moldovahidromaş""",47.015730,28.887793,,,,,,,,,,
6416154914,Terminus,46.984240,28.937930,,,,,,,,,,
6416154915,Terminus,46.984093,28.937902,,,,,,,,,,
652049976,Valea Crucii,46.977337,28.870533,,,,,,,,,,
652050231,str. Industrială,46.994995,28.905794,,,,,,,,,,
652050233,str. Industrială,46.994923,28.905313,,,,,,,,,,
6531479351,Bariera Sculeni,47.042244,28.794668,,,,,,,,,,
694216625,"str. Gara ""Vesterniceni""",47.041000,28.842619,,,,,,,,,,
746334620,Spitalul Raional Ialoveni,46.948055,28.773806,,,,,,,,,,
890891304,"Parcul ""Valea Trandafirilor""",46.998634,28.851622,,,,,,,,,,
