route_id,service_id,shape_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible,bikes_allowed
10,WORKWEEK,,10-0-back-213,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_213,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-214,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_214,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-215,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_215,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-216,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_216,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-217,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_217,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-218,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_218,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-219,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_219,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-22,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_22,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-220,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_220,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-221,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_221,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-222,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_222,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-223,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_223,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-224,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_224,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-225,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_225,,bd. Moscova - str. Miorița,0,,,
10,WORKWEEK,,10-0-back-226,,bd. Moscova - str. Miorița,1,,,
10,WORKWEEK,,10_0_back_226,,bd. Moscova - str. Miorița,0,,,
